executeTime,3
numberOfGoods,20
popSize,4
cloneSizeFactor,4
bestFitness,8000
replacementSize,2

Seed,Revenue
0,4023.46
50,5057.69
100,5764.58
150,5873.97
200,4501.06
250,5311.92
300,3410.05
350,5439.57
400,5994.76
450,5158.49
500,5992.04
550,6047.58
600,4504.16
650,4055.1
700,5693.21
750,7175.55
800,4380.58
850,3718.89
900,5410.12
950,4231.68
Average,5087.223000000001
