executeTime,3
numberOfGoods,20
psoPopSize,2000
cognativeCoeff,1.1193
socialCoeff,1.1193
intertia,0.2

Seed,Revenue
0,4160.47
50,5254.09
100,6220.38
150,5937.17
200,5167.63
250,5766.92
300,3739.51
350,5648.88
400,6331.53
450,5281.85
500,6405.88
550,6267.65
600,4608.66
650,4146.92
700,6219.09
750,7516.61
800,4648.65
850,3950.63
900,5923.28
950,4671.83
Average,5393.3814999999995
