executeTime,3
numberOfGoods,20
popSize,4
cloneSizeFactor,2
bestFitness,7000
replacementSize,2

Seed,Revenue
0,3977.31
50,4877.3
100,5866.67
150,5693.62
200,4606.68
250,5274.89
300,3476.04
350,5400.74
400,5950.46
450,5073.27
500,6041.77
550,5882.92
600,4291.54
650,3969.14
700,5812.62
750,7256.15
800,4409.58
850,3652.9
900,5553.69
950,4391.82
Average,5072.955499999999
